::ffff:127.0.0.1 - - [30/Jul/2020:04:48:25 +0000] "GET /web_assets/assets/fonts/fonts.css HTTP/1.1" 200 1444 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:26 +0000] "GET /web_assets/assets/js/bootstrap.min.js HTTP/1.1" 200 48944 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:26 +0000] "GET /web_assets/assets/js/slick.min.js HTTP/1.1" 200 42863 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:28 +0000] "GET /web_assets/assets/img/logo.png HTTP/1.1" 200 2299 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:35 +0000] "GET / HTTP/1.1" 200 60190 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:36 +0000] "GET /web_assets/assets/css/bootstrap.min.css HTTP/1.1" 200 144877 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:36 +0000] "GET /web_assets/assets/css/slick.css HTTP/1.1" 200 1776 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:36 +0000] "GET /web_assets/assets/css/slick-theme.css HTTP/1.1" 200 3294 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:36 +0000] "GET /web_assets/assets/fonts/fonts.css HTTP/1.1" 200 1444 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:36 +0000] "GET /web_assets/assets/css/material-form.css HTTP/1.1" 200 2264 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:37 +0000] "GET /web_assets/assets/css/custom-2.css HTTP/1.1" 200 42276 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:37 +0000] "GET /web_assets/assets/css/responsive.css HTTP/1.1" 200 7073 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:38 +0000] "GET /web_assets/assets/img/logo.png HTTP/1.1" 304 - "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:04:48:43 +0000] "GET /web_assets/assets/img/green-img/icon-green-12.png HTTP/1.1" 200 8505 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET / HTTP/1.1" 200 60190 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/css/bootstrap.min.css HTTP/1.1" 200 144877 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/css/slick.css HTTP/1.1" 200 1776 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/fonts/fonts.css HTTP/1.1" 200 1444 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/css/material-form.css HTTP/1.1" 200 2264 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/css/slick-theme.css HTTP/1.1" 200 3294 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/css/custom-2.css HTTP/1.1" 200 42276 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/css/responsive.css HTTP/1.1" 200 7073 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/js/custom.js HTTP/1.1" 200 5717 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/js/slick.min.js HTTP/1.1" 200 42863 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/js/bootstrap.min.js HTTP/1.1" 200 48944 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/js/material-form.js HTTP/1.1" 200 631 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-10.png HTTP/1.1" 200 13020 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/logo.png HTTP/1.1" 200 2299 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/js/validation.js HTTP/1.1" 200 89138 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-6.png HTTP/1.1" 200 14323 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-12.png HTTP/1.1" 200 8505 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-13.png HTTP/1.1" 200 3506 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-8.png HTTP/1.1" 200 22164 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/scooter.png HTTP/1.1" 200 27754 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-7.png HTTP/1.1" 200 12230 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-11.png HTTP/1.1" 200 6976 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-2.png HTTP/1.1" 200 15943 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-1.png HTTP/1.1" 200 20916 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-5.png HTTP/1.1" 200 16143 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:21 +0000] "GET /web_assets/assets/img/green-img/icon-green-4.png HTTP/1.1" 200 17984 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:22 +0000] "GET /web_assets/assets/css/ajax-loader.gif HTTP/1.1" 404 176 "http://swiftbullhead.com/web_assets/assets/css/slick-theme.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:22 +0000] "GET /web_assets/assets/css/fonts/slick.woff HTTP/1.1" 404 177 "http://swiftbullhead.com/web_assets/assets/css/slick-theme.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:22 +0000] "GET /web_assets/assets/css/fonts/slick.ttf HTTP/1.1" 404 176 "http://swiftbullhead.com/web_assets/assets/css/slick-theme.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:22 +0000] "GET /web_assets/assets/img/favicon.png HTTP/1.1" 200 1955 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /referal HTTP/1.1" 200 38043 "http://swiftbullhead.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/css/bootstrap.min.css HTTP/1.1" 200 144877 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/css/slick.css HTTP/1.1" 200 1776 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/fonts/fonts.css HTTP/1.1" 200 1444 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/css/slick-theme.css HTTP/1.1" 200 3294 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/css/material-form.css HTTP/1.1" 200 2264 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/css/responsive.css HTTP/1.1" 200 7073 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/css/custom-2.css HTTP/1.1" 200 42276 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/js/bootstrap.min.js HTTP/1.1" 200 48944 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/js/custom.js HTTP/1.1" 200 5717 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/js/slick.min.js HTTP/1.1" 200 42863 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/js/validation.js HTTP/1.1" 200 89138 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/js/material-form.js HTTP/1.1" 200 631 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:39 +0000] "GET /web_assets/assets/img/logo.png HTTP/1.1" 304 - "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /referal HTTP/1.1" 200 38043 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /web_assets/assets/css/bootstrap.min.css HTTP/1.1" 200 144877 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /web_assets/assets/css/slick.css HTTP/1.1" 200 1776 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /web_assets/assets/css/slick-theme.css HTTP/1.1" 200 3294 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /web_assets/assets/css/material-form.css HTTP/1.1" 200 2264 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /web_assets/assets/css/custom-2.css HTTP/1.1" 200 42276 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:127.0.0.1 - - [30/Jul/2020:05:00:59 +0000] "GET /web_assets/assets/fonts/fonts.css HTTP/1.1" 200 1444 "http://swiftbullhead.com/referal" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
